Timestamp,What is your gender,Year of graduation,Title of course studied,Polytechnic/University attended,What is your highest level of education?,What best describes your current status?,How many jobs have you had since graduation including your current one?,Have you completed your NYSC?,"If you answered yes/ongoing to the previous question, what year did you (or will you) complete your NYSC?",Did you get your first full time job through your NYSC placement?,"Thinking about your first employment after graduation, what was your job level?",What is/was your job role?,"What sector/industry is your company in? (E.g. Banking, Agriculture, Telecommunication)","Still thinking about your first employment, what is/was your monthly income level?","Did you need your higher education qualification to get your first job (the actual qualification, not the subject of study)?",What was the most significant reason for deciding to take your first job?,"Thinking about your current employment, what is your job level?",What is your job role?,"What sector/industry is your company in? (E.g. Banking, Agriculture, Telecommunication)",What is your current monthly income level?,"Did you need your higher education qualification to get this job (the actual qualification, not the subject of study)?","Did you need your higher education qualification to get this job (the actual qualification, not the subject of study)?","Did you need your higher education qualification to get this job (the actual qualification, not the subject of study)?","Did you need your higher education qualification to get this job (the actual qualification, not the subject of study)?","Did you need your higher education qualification to get this job (the actual qualification, not the subject of study)?","Did you need your higher education qualification to get this job (the actual qualification, not the subject of study)?","Did you need your higher education qualification to get this job (the actual qualification, not the subject of study)?","As far as you are aware, what was most important to your current employer about your qualification?",How do you find out about your job(s)?,"Thinking about your current employment, did you work for your employer before or during your  higher education study?",Which form of transport do you use the most?,Were you able to rent an apartment or buy a car from the salary you got from your first job?,My course of study prepared me well for employment,My course of study prepared me well for further studies,Which of these skills/knowledge did your higher education prepare you for?
4/29/2018 11:38,Female,2017,Geography,University of Uyo,Bachelor's degree,"Taking time out to prepare for further studies, GMAT, professional exams",0,No,,I have not completed my NYSC,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2018 13:00,Female,2017,Mass Communication (Communication and Language Arts),University of Lagos,Bachelor's degree,Doing something else (e.g. looking after home or family),0,No,,I have not completed my NYSC,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2018 13:27,Female,2017,Civil Engineering,University of Lagos,Bachelor's degree,Doing something else (e.g. looking after home or family),0,No,,I have not completed my NYSC,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2018 14:45,Female,2016,Accountancy,University of Ilorin,Bachelor's degree,Working full time (paid employment),2,Yes,2017,No,Entry level,Finance/Accounting,Technology,"‎₦50,000 - ‎₦99,999",Yes: the qualification was a formal requirement,To gain and broaden my experience in order to get the type of job I really want,Entry level,Finance/Accounting,Technology,"‎₦50,000 - ‎₦99,999",Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,The level of study,"Personal contacts, including family and friends",No,Commercial Vehicles,No,Agree,Strongly Agree,Critical thinking skills
4/29/2018 19:27,Female,2017,Banking and Finance,University of Lagos,Bachelor's degree,Self-employed/freelance/entrepreneur,1,No,2019,Yes,,,,,,,Entry level,Social Media/Digital Marketing,Banking / Financial Services,"‎₦50,000 - ‎₦99,999",Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,IT/SIWES/Internship experience (gained as part of my course),"Personal contacts, including family and friends",Yes: before my higher education,Commercial Vehicles,No: From my current job,Strongly Agree,Strongly Agree,Written communication skills
4/29/2018 19:43,Female,2016,Education And Chemistry,University of Lagos,Bachelor's degree,Unemployed,0,Yes,2018,No,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2018 21:27,Male,2017,Pure and Industrial Chemistry,University of Lagos,Bachelor's degree,Working full time (paid employment),1,No,,I have not completed my NYSC,,,,,,,Entry level,Teacher,Education,"‎₦20,000 - ‎₦49,999",Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,IT/SIWES/Internship experience (gained as part of my course),Recruitment agency/Online job site,Yes: during my higher education study,Commercial Vehicles,No,Agree,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Knowledge of the skill(s) you are studying"
4/29/2018 21:29,Male,2017,Agricultural and Bioresources Engineering,"Federal University of Technology, Akure",Bachelor's degree,Youth Corper (NYSC),0,Ongoing,2019,I have not completed my NYSC,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2018 21:29,Male,2017,Agricultural and Bioresources Engineering,"Federal University of Technology, Akure",Bachelor's degree,Youth Corper (NYSC),0,Ongoing,2019,I have not completed my NYSC,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2018 0:38,Male,2017,Computer Science,"Ronik Polytechnic, Ejigbo, Ikeja, Lagos, Lagos State.",Higher National Diploma (HND),Voluntary or other unpaid work or on an internship,1,No,,No,,,,,,,Entry level,Executive Assistance/Personal Assitance,Education,"Under ‎₦20,000",No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No one thing was important,"University/polytechnic (e.g. Careers Service, lecturer, website)",Yes: during my higher education study,Walking,No,Agree,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying"
4/30/2018 6:31,Female,2017,Biochemistry,"Federal University of Technology, Owerri",Bachelor's degree,Youth Corper (NYSC),1,No,,I have not completed my NYSC,,,,,,,Clerical and administrative,Customer Service,Engineering,"‎₦50,000 - ‎₦99,999",Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,IT/SIWES/Internship experience (gained as part of my course),Social media/professional networking sites,No,Commercial Vehicles,No,Agree,Strongly Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills"
4/30/2018 6:31,Female,2017,Biochemistry,"Federal University of Technology, Owerri",Bachelor's degree,Youth Corper (NYSC),1,No,,I have not completed my NYSC,,,,,,,Clerical and administrative,Customer Service,Engineering,"‎₦50,000 - ‎₦99,999",Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,IT/SIWES/Internship experience (gained as part of my course),Social media/professional networking sites,No,Commercial Vehicles,No,Agree,Strongly Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills"
4/30/2018 6:52,Female,2017,History and International Studies,University of Benin,Bachelor's degree,Unemployed,0,No,,I have not completed my NYSC,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2018 8:04,Female,2017,Demography and Social Statistics,"Obafemi Awolowo University,Ile-Ife",Bachelor's degree,Voluntary or other unpaid work or on an internship,0,No,,I have not completed my NYSC,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2018 8:06,Female,2017,Mass Communication (Communication and Language Arts),Covenant University Ota,Bachelor's degree,Youth Corper (NYSC),1,Ongoing,2018,I have not completed my NYSC,,,,,,,Experience/Professional,Marketing,Advertising / Marketing / Comms,"‎₦20,000 - ‎₦49,999",Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,The subject(s) I studied,Internship,Yes: during my higher education study,Commercial Vehicles,No,Strongly Agree,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying"
4/30/2018 8:45,Female,2015,Business Administration,"Federal Polytechnic Ilaro, Ogun State.",Higher National Diploma (HND),Doing something else (e.g. looking after home or family),2,Yes,2016,No,Clerical and administrative,Office Manager,Others,"Under ‎₦20,000",No: the qualification was not required,In order to earn a living/pay off debts,Entry level,Customer Service,Education,"‎₦20,000 - ‎₦49,999",Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,No one thing was important,"Personal contacts, including family and friends",No,Commercial Vehicles,No,Agree,Agree,Written communication skills
4/30/2018 10:03,Female,2017,Accountancy,"Caleb University, Lagos",Bachelor's degree,Youth Corper (NYSC),0,Ongoing,2018,I have not completed my NYSC,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2018 10:14,Female,2016,Food Science and Technology,"Federal Polytechnic Ilaro, Ogun State.",Higher National Diploma (HND),Self-employed/freelance/entrepreneur,1,Yes,2017,No,,,,,,,Experience/Professional,Sales,Retail / Wholesales,"‎₦20,000 - ‎₦49,999",No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,Don't know,"Personal contacts, including family and friends",No,Commercial Vehicles,No,Agree,Agree,None of the above
4/30/2018 10:17,Male,2017,Economics,"Joseph Ayo Babalola University, Ikeji-Arakeji",Bachelor's degree,Youth Corper (NYSC),1,No,2018,I have not completed my NYSC,,,,,,,Entry level,Researcher,Consulting,"Under ‎₦20,000",Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,The subject(s) I studied,"Personal contacts, including family and friends",No,Commercial Vehicles,No,Agree,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Knowledge of the skill(s) you are studying"
4/30/2018 10:18,Female,2014,English and Literary Studies,"University of Nigeria, Nsukka",Bachelor's degree,Self-employed/freelance/entrepreneur,0,Yes,2015,No,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2018 10:23,Female,2015,Business Administration,"University of Nigeria, Nsukka",Bachelor's degree,Self-employed/freelance/entrepreneur,0,Yes,2016,No,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2018 10:26,Male,2014,Mathematics,University of Benin,Bachelor's degree,Self-employed/freelance/entrepreneur,0,Yes,2015,No,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2018 10:32,Female,2013,Accountancy,"Enugu State University of Science and Technology, Enugu",Bachelor's degree,Self-employed/freelance/entrepreneur,0,Yes,2014,No,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2018 10:36,Male,2015,Economics,"University of Nigeria, Nsukka",Bachelor's degree,Self-employed/freelance/entrepreneur,0,Yes,2016,No,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2018 10:52,Male,2013,English and Literary Studies,University of Ilorin,Bachelor's degree,Working full time (paid employment),1,Yes,2015,No,,,,,,,Experience/Professional,Teacher,Education,"‎₦50,000 - ‎₦99,999",Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,The level of study,"Personal contacts, including family and friends",No,Bicycle,No: From my current job,Strongly Agree,Strongly Agree,Ability to solve complex problems
4/30/2018 11:01,Female,2017,Computer Science,"Enugu State University of Science and Technology, Enugu",Bachelor's degree,Youth Corper (NYSC),0,Ongoing,2018,No,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2018 11:04,Female,2017,Mass Communication (Communication and Language Arts),University of Benin,Bachelor's degree,Youth Corper (NYSC),0,Ongoing,2018,No,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2018 11:13,Female,2013,Education & Religious Studies,University of Ilorin,Bachelor's degree,Working full time (paid employment),3,Yes,2014,No,Experience/Professional,Teacher,Education,"Under ‎₦20,000",Yes: the qualification was a formal requirement,It fitted into my career plan/it was exactly the type of work I wanted,Experience/Professional,Teacher,Education,"‎₦20,000 - ‎₦49,999",Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,The subject(s) I studied,"Personal contacts, including family and friends",No,Motorcycle,Yes: From my first job,Strongly Agree,Strongly Agree,Ability to solve complex problems
4/30/2018 11:17,Male,2017,English and Literary Studies,University of Lagos,Bachelor's degree,Youth Corper (NYSC),0,Ongoing,2018,No,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2018 11:28,Female,2016,Microbiology,University of Ibadan,Bachelor's degree,Youth Corper (NYSC),2,Ongoing,2018,I have not completed my NYSC,Entry level,Teacher,Education,"Under ‎₦20,000",Yes: the qualification was a formal requirement,It was the only job offer I received,Entry level,Teacher,Education,"‎₦20,000 - ‎₦49,999",Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,The subject(s) I studied,Internship,No,Motorcycle,No: From my current job,Agree,Strongly Agree,None of the above
4/30/2018 11:36,Female,2017,Economics,"Imo State University, Owerri",Bachelor's degree,Youth Corper (NYSC),0,Ongoing,2018,No,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2018 11:39,Male,2017,Accountancy,"Ambrose Alli University, Ekpoma,",Bachelor's degree,Youth Corper (NYSC),0,Ongoing,2018,I have not completed my NYSC,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2018 11:42,Female,2016,Social Sciences Education,University of Ibadan,Bachelor's degree,Working full time (paid employment),2,Yes,2016,No,Entry level,Teacher,Education,"‎₦20,000 - ‎₦49,999",Yes: the qualification was a formal requirement,It fitted into my career plan/it was exactly the type of work I wanted,Entry level,Teacher,Education,"‎₦50,000 - ‎₦99,999",Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,The subject(s) I studied,"Personal contacts, including family and friends",No,Bicycle,No: From my current job,Strongly Agree,Strongly Agree,None of the above
4/30/2018 11:43,Male,2014,Business Administration,University of Maiduguri,Bachelor's degree,Self-employed/freelance/entrepreneur,0,Yes,2015,No,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2018 11:46,Male,2014,Accountancy,"Enugu State University of Science and Technology, Enugu",Bachelor's degree,Self-employed/freelance/entrepreneur,0,Yes,2015,No,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2018 11:51,Female,2014,Biochemistry,Ekiti State University,Bachelor's degree,Working full time (paid employment),2,Yes,2015,No,Experience/Professional,Teacher,Education,"‎₦50,000 - ‎₦99,999",Yes: the qualification was a formal requirement,To gain and broaden my experience in order to get the type of job I really want,Entry level,Teacher,Education,"‎₦20,000 - ‎₦49,999",No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,The level of study,"Personal contacts, including family and friends",Yes: before and during my higher education study,Commercial Vehicles,No: From my current job,Strongly Agree,Strongly Agree,None of the above
4/30/2018 11:58,Female,2017,Accountancy,"Imo State Polytechnic, Umuagwo, Ohaji, P.M.B. 1472, Umuagwo, Ohaji Owerri, Imo State",Higher National Diploma (HND),Youth Corper (NYSC),0,Ongoing,2018,No,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2018 11:58,Male,2016,Religion,"Federal University of Technology, Akure",Bachelor's degree,Working full time (paid employment),0,Yes,2017,No,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2018 12:05,Female,2017,Chemical Pathology,University of Benin,Bachelor's degree,Youth Corper (NYSC),0,Ongoing,2018,No,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2018 12:09,Female,2017,Arts Education,"Auchi Polytechnic, Auchi, Edo State.",Higher National Diploma (HND),Youth Corper (NYSC),0,Ongoing,2018,No,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2018 12:09,Male,2017,Law,"Obafemi Awolowo University,Ile-Ife",PhDs/Doctorate Degree,Voluntary or other unpaid work or on an internship,1,No,,I have not completed my NYSC,,,,,,,Entry level,Law And Other Legal Related Roles,Legal,"Under ‎₦20,000",Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,The subject(s) I studied,Social media/professional networking sites,No,Commercial Vehicles,No,Strongly Agree,Strongly Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying"
4/30/2018 12:13,Female,2016,Education & Social Science,"Adekunle Ajasin University, Akungba.",Bachelor's degree,Working full time (paid employment),1,Ongoing,2019,No,,,,,,,Experience/Professional,Marketing,Banking / Financial Services,"‎₦50,000 - ‎₦99,999",Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,The subject(s) I studied,"Personal contacts, including family and friends",Yes: before my higher education,Commercial Vehicles,Yes: From my first job,Strongly Agree,Agree,None of the above
4/30/2018 12:13,Male,2017,Economics,"Auchi Polytechnic, Auchi, Edo State.",Higher National Diploma (HND),Youth Corper (NYSC),0,Ongoing,2018,No,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2018 12:16,Female,2017,Geology,University of Benin,Bachelor's degree,Youth Corper (NYSC),0,Ongoing,2018,No,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2018 12:25,Male,2013,Economics,Olabisi Onabanjo University Ago-Iwoye,Bachelor's degree,"Engaged in full-time further study, training or research",10,Yes,2014,No,Entry level,Business Developer,Technology,"Under ‎₦20,000",No: the qualification was not required,To gain and broaden my experience in order to get the type of job I really want,Clerical and administrative,Teacher,Education,"‎₦20,000 - ‎₦49,999",Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,Yes: while the qualification was not a formal requirement it did give me an advantage,Additional ICT Certification,"Personal contacts, including family and friends",No,Commercial Vehicles,No: From my current job,Strongly Agree,Strongly Agree,None of the above
4/30/2018 12:26,Female,2017,Accountancy,"Babcock University,Ilishan-Remo",Bachelor's degree,Youth Corper (NYSC),1,Ongoing,2019,I have not completed my NYSC,,,,,,,Entry level,Teacher,Education,"Under ‎₦20,000",No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No one thing was important,"Personal contacts, including family and friends",Yes: during my higher education study,Motorcycle,No,Disagree,Agree,"Ability to work with others, Written communication skills"
4/30/2018 12:27,Female,2017,Education & Economics,University of Calabar,Bachelor's degree,Youth Corper (NYSC),0,Ongoing,2018,No,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2018 12:37,Male,2015,International and Jurisprudence,Others (For foreign trained students),Bachelor's degree,Working full time (paid employment),2,No,2016,No,Entry level,Teacher,Education,"Under ‎₦20,000",No: the qualification was not required,To gain and broaden my experience in order to get the type of job I really want,Clerical and administrative,Teacher,Education,"‎₦20,000 - ‎₦49,999",No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,The level of study,"Personal contacts, including family and friends",No,Commercial Vehicles,No: From my current job,Strongly Agree,Strongly Agree,None of the above
4/30/2018 12:42,Female,2017,Hospitality and Tourism,"Imo State University, Owerri",Bachelor's degree,Youth Corper (NYSC),0,Ongoing,2018,No,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2018 12:45,Male,2017,Electrical & Electronic Engineering,"Obafemi Awolowo University,Ile-Ife",Bachelor's degree,Youth Corper (NYSC),0,Ongoing,2018,No,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2018 12:45,Female,2015,Linguistics and Nigerian Languages,"Obafemi Awolowo University,Ile-Ife",Bachelor's degree,Working full time (paid employment),2,Yes,2016,No,Entry level,Teacher,Education,"‎₦20,000 - ‎₦49,999",Yes: the qualification was a formal requirement,In order to earn a living/pay off debts,Clerical and administrative,Teacher,Education,"‎₦20,000 - ‎₦49,999",Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,IT/SIWES/Internship experience (gained as part of my course),"Personal contacts, including family and friends",No,Commercial Vehicles,No,Strongly Agree,Strongly Agree,Written communication skills
4/30/2018 12:47,Female,2017,Accountancy,"Enugu State University of Science and Technology, Enugu",Bachelor's degree,Youth Corper (NYSC),0,Ongoing,2018,No,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2018 12:49,Male,2016,Geology,University of Calabar,Bachelor's degree,Self-employed/freelance/entrepreneur,0,No,,I have not completed my NYSC,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2018 12:50,Female,2017,Computer Science,"University of Nigeria, Nsukka",Bachelor's degree,Youth Corper (NYSC),0,Ongoing,2018,I have not completed my NYSC,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2018 12:53,Female,2017,Mathematics,"University of Nigeria, Nsukka",Bachelor's degree,Youth Corper (NYSC),0,Ongoing,2018,I have not completed my NYSC,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2018 12:53,Female,2016,English and Literary Studies,"Obafemi Awolowo University,Ile-Ife",Bachelor's degree,Working full time (paid employment),1,Yes,2018,No,,,,,,,Entry level,Teacher,Education,"‎₦20,000 - ‎₦49,999",Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,The level of study,"Personal contacts, including family and friends",No,Motorcycle,No: From my current job,Disagree,Agree,None of the above
4/30/2018 12:56,Female,2015,Biochemistry,"University of Nigeria, Nsukka",Bachelor's degree,Self-employed/freelance/entrepreneur,0,Yes,2016,No,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2018 12:58,Male,2015,Geography,"University of Nigeria, Nsukka",Bachelor's degree,Self-employed/freelance/entrepreneur,0,Yes,2016,No,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2018 12:59,Female,2013,Religion,University of Ilorin,Bachelor's degree,Working full time (paid employment),4,Yes,2014,No,Entry level,Data Entry,Agriculture/Poultry/Fishing,"‎₦50,000 - ‎₦99,999",Yes: the qualification was a formal requirement,It was the best job offer I received,Clerical and administrative,Teacher,Telecommunications,"‎₦20,000 - ‎₦49,999",Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,The subject(s) I studied,Internship,No,Car,Yes: From my first job,Strongly Agree,Strongly Agree,Ability to work with others
4/30/2018 13:01,Male,2014,Agricultural Economics,"Enugu State University of Science and Technology, Enugu",Bachelor's degree,Self-employed/freelance/entrepreneur,0,Yes,2015,No,,,,,,,,,,,,,,,,,,,,,,,,,
4/30/2018 13:25,Male,2016,Pure and Industrial Chemistry,University of Uyo,Bachelor's degree,Due to start a job in the next month/developing a professional portfolio/creative practice,1,Yes,2018,Yes,,,,,,,Entry level,Teacher,Education,"‎₦20,000 - ‎₦49,999",Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,The subject(s) I studied,"University/polytechnic (e.g. Careers Service, lecturer, website)",No,BRT,No,Agree,Strongly Agree,Ability to solve complex problems
4/30/2018 13:25,Male,2016,Pure and Industrial Chemistry,University of Uyo,Bachelor's degree,Due to start a job in the next month/developing a professional portfolio/creative practice,1,Yes,2018,Yes,,,,,,,Entry level,Teacher,Education,"‎₦20,000 - ‎₦49,999",Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,The subject(s) I studied,"University/polytechnic (e.g. Careers Service, lecturer, website)",No,BRT,No,Agree,Strongly Agree,Ability to solve complex problems
4/30/2018 13:31,Female,2013,Nursing Sciences,"University of Nigeria, Nsukka",Bachelor's degree,Working full time (paid employment),1,Yes,2014,No,,,,,,,Experience/Professional,"Doctor, Nursing And Other Medical Related Roles",Healthcare,"‎₦50,000 - ‎₦99,999",Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,The subject(s) I studied,Social media/professional networking sites,No,Car,No: From my current job,Strongly Agree,Strongly Agree,None of the above
4/30/2018 13:41,Male,2015,Botany,Ekiti State University,Bachelor's degree,Working full time (paid employment),2,Yes,2017,No,Entry level,Teacher,Education,"Under ‎₦20,000",No: the qualification was not required,In order to earn a living/pay off debts,Entry level,Marketing,Banking / Financial Services,"‎₦50,000 - ‎₦99,999",No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,No: the qualification was not required,Don't know,Recruitment agency/Online job site,No,Commercial Vehicles,No,Disagree,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying"
4/30/2018 13:55,Male,2013,Electrical Engineering,"Enugu State University of Science and Technology, Enugu",Bachelor's degree,Working full time (paid employment),1,Yes,2014,No,,,,,,,Experience/Professional,Petroleum Engineer,Telecommunications,"‎₦50,000 - ‎₦99,999",Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,Yes: the qualification was a formal requirement,The subject(s) I studied,Social media/professional networking sites,No,Car,Yes: From my first job,Strongly Agree,Strongly Agree,Spoken communication skills
